dev_loss,dev_macro_pragmatic_f1,dev_metric,epoch,peak_memory_gb,seconds,train_loss
8.593677499771118,0.69910783634498,0.69910783634498,1.0,13.503203392028809,573.4950504889712,27.014231382369996
6.61909133386612,0.8194786274468049,0.8194786274468049,2.0,13.503203392028809,576.2278779358603,18.016996606826783
4.972757562160492,0.8795449661036742,0.8795449661036742,3.0,13.503203392028809,578.2801163438708,14.676463289260864
4.013123249769211,0.9039296559900304,0.9039296559900304,4.0,13.503203392028809,578.2556665358134,13.058656154632569
3.890960706233978,0.9088524328448502,0.9088524328448502,5.0,13.503203392028809,579.3419906790368,11.908095497131347
3.7901589448451998,0.9202772796113913,0.9202772796113913,6.0,13.503203392028809,576.8025964088738,11.02262137413025
3.732659079313278,0.9249993468926053,0.9249993468926053,7.0,13.503203392028809,571.88249801239,10.409682863235474
3.7103214050531386,0.923922384812176,0.923922384812176,8.0,13.503203392028809,577.335641825106,9.830267486572266
3.735470380961895,0.9307985730717903,0.9307985730717903,9.0,13.503203392028809,576.6338580008596,9.424677545070649
3.6531731137037275,0.9294093604371944,0.9294093604371944,10.0,13.503203392028809,582.6417807051912,9.22387673997879
