dev_loss,dev_macro_pragmatic_f1,dev_metric,epoch,peak_memory_gb,seconds,train_loss
3.9272681298255923,0.7433594757448249,0.7433594757448249,1.0,10.4925217628479,156.7080863500014,4.926882702112198
2.737692672729492,0.8539498201091066,0.8539498201091066,2.0,10.49257516860962,159.85449144011363,3.158558213710785
2.079875920057297,0.8854722860844758,0.8854722860844758,3.0,10.49257516860962,159.9708265098743,2.0593191786408425
1.8729476590156555,0.9085946993792172,0.9085946993792172,4.0,10.49257516860962,158.4473685771227,1.489008787021041
1.7421229628920556,0.9200554025593602,0.9200554025593602,5.0,10.49257516860962,156.4566809758544,1.1037223626971244
1.7286280457377434,0.9169963952796699,0.9169963952796699,6.0,10.49257516860962,154.34237848594785,0.8472751250788569
1.7347836339175702,0.9219787834471752,0.9219787834471752,7.0,10.49257516860962,158.07000701408833,0.6401573777059093
1.7243987279236317,0.9236532613873539,0.9236532613873539,8.0,10.49257516860962,155.92485615983605,0.5157397746080533
1.852462986215949,0.9271766483265426,0.9271766483265426,9.0,10.49257516860962,158.32549013243988,0.4053325653206557
1.754418510787189,0.9274274196783076,0.9274274196783076,10.0,10.49257516860962,158.35047494107857,0.35848925456311553
