system,display_name,label,mean_ece,std_ece,mean_macro_pragmatic_ece,std_macro_pragmatic_ece,seed_count,split,bin_count,temperature_scaling
phobert_pragmatic_finetune,PhoBERT pragmatic fine-tune,implicit_sentiment,0.17783893389357833,0.008510826997784725,0.20781601910594807,0.0029088898969696123,3,vipragsent_test,10,False
phobert_pragmatic_finetune,PhoBERT pragmatic fine-tune,sarcasm,0.1802346750559087,0.012617587221091678,0.20781601910594807,0.0029088898969696123,3,vipragsent_test,10,False
phobert_pragmatic_finetune,PhoBERT pragmatic fine-tune,irony,0.23812326792879726,0.013873240250871872,0.20781601910594807,0.0029088898969696123,3,vipragsent_test,10,False
phobert_pragmatic_finetune,PhoBERT pragmatic fine-tune,idiom_figurative,0.21712099943991078,0.014604630940033296,0.20781601910594807,0.0029088898969696123,3,vipragsent_test,10,False
phobert_pragmatic_finetune,PhoBERT pragmatic fine-tune,code_switching,0.21203461134600854,0.052685452209489926,0.20781601910594807,0.0029088898969696123,3,vipragsent_test,10,False
phobert_pragmatic_finetune,PhoBERT pragmatic fine-tune,mocking,0.22154362697148502,0.002766387559823488,0.20781601910594807,0.0029088898969696123,3,vipragsent_test,10,False
vistral_pragmatic_sft,Vistral-7B pragmatic SFT,implicit_sentiment,0.1955993909685222,0.05172243844030539,0.20951774793601782,0.0018735173926079233,3,vipragsent_test,10,False
vistral_pragmatic_sft,Vistral-7B pragmatic SFT,sarcasm,0.21392641627509534,0.02320052631726711,0.20951774793601782,0.0018735173926079233,3,vipragsent_test,10,False
vistral_pragmatic_sft,Vistral-7B pragmatic SFT,irony,0.21298102423845885,0.012583252757399728,0.20951774793601782,0.0018735173926079233,3,vipragsent_test,10,False
vistral_pragmatic_sft,Vistral-7B pragmatic SFT,idiom_figurative,0.22486879029091256,0.016585144367025236,0.20951774793601782,0.0018735173926079233,3,vipragsent_test,10,False
vistral_pragmatic_sft,Vistral-7B pragmatic SFT,code_switching,0.19996928769757275,0.017928859484638498,0.20951774793601782,0.0018735173926079233,3,vipragsent_test,10,False
vistral_pragmatic_sft,Vistral-7B pragmatic SFT,mocking,0.2097615781455451,0.025053354247777708,0.20951774793601782,0.0018735173926079233,3,vipragsent_test,10,False
vipragsent_full_vistral,Full ViPragSent Vistral,implicit_sentiment,0.19817323324129263,0.01563522739573192,0.20623127269480565,0.013094881723737352,3,vipragsent_test,10,False
vipragsent_full_vistral,Full ViPragSent Vistral,sarcasm,0.20437050312560215,0.009613500128538255,0.20623127269480565,0.013094881723737352,3,vipragsent_test,10,False
vipragsent_full_vistral,Full ViPragSent Vistral,irony,0.1954466321650179,0.03218818526608443,0.20623127269480565,0.013094881723737352,3,vipragsent_test,10,False
vipragsent_full_vistral,Full ViPragSent Vistral,idiom_figurative,0.19633960995572497,0.03541082831164346,0.20623127269480565,0.013094881723737352,3,vipragsent_test,10,False
vipragsent_full_vistral,Full ViPragSent Vistral,code_switching,0.21832697650121194,0.007933173842988436,0.20623127269480565,0.013094881723737352,3,vipragsent_test,10,False
vipragsent_full_vistral,Full ViPragSent Vistral,mocking,0.22473068117998438,0.009455851215616456,0.20623127269480565,0.013094881723737352,3,vipragsent_test,10,False
