dev_loss,dev_macro_pragmatic_f1,dev_metric,epoch,peak_memory_gb,seconds,train_loss
3.536934543609619,0.7295308974530359,0.7295308974530359,1.0,13.503140926361084,576.7969297352247,21.07703604030609
2.8032317864894867,0.8230582537402279,0.8230582537402279,2.0,13.503140926361084,572.1268752128817,13.645223628997803
2.2917587110996247,0.872826564231746,0.872826564231746,3.0,13.503140926361084,573.7316098231822,11.76303566646576
1.8837429467439653,0.9065454761301067,0.9065454761301067,4.0,13.503140926361084,574.1658135787584,10.729877074241639
1.7414589834213257,0.9128492228135624,0.9128492228135624,5.0,13.503140926361084,574.3868905827403,10.01307974433899
1.6507825407087804,0.9150787593242572,0.9150787593242572,6.0,13.503140926361084,571.0816192771308,9.442472254753113
1.6020231794714928,0.920879895782262,0.920879895782262,7.0,13.503140926361084,572.9085198887624,9.009852334976197
1.6166331156790257,0.9225644356279443,0.9225644356279443,8.0,13.503140926361084,572.7513455268927,8.672937290668488
1.5811165680587291,0.9240035857846602,0.9240035857846602,9.0,13.503140926361084,575.4536578059196,8.447661168098449
1.5261026764586567,0.9251405460924002,0.9251405460924002,10.0,13.503140926361084,574.448513628915,8.300691550254822
