dev_loss,dev_macro_pragmatic_f1,dev_metric,epoch,peak_memory_gb,seconds,train_loss
4.546308892726898,0.7161556357751663,0.6342328623201237,1.0,13.503223419189453,561.8794304360636,21.28937891483307
3.299848876476288,0.8240110490747689,0.6954831144208271,2.0,13.503223419189453,562.388289264869,14.590968355178832
2.8701054215431214,0.8504089208362112,0.6918759090159388,3.0,13.503223419189453,560.9674884122796,12.538739946365357
2.0545335203409194,0.9040872313987274,0.8165437914894919,4.0,13.503223419189453,562.4603798021562,11.346900229454041
2.01392495572567,0.903938627702804,0.8129702729139039,5.0,13.503223419189453,567.9324140348472,10.489958694458007
1.9512669907808304,0.9086501760400867,0.8280176493000504,6.0,13.503223419189453,566.831336802803,9.817634649276734
1.9274324802756309,0.9135013170501174,0.8193346216289051,7.0,13.503223419189453,566.4265255653299,9.32143693447113
1.8860126724243165,0.922321443185757,0.8628642774820262,8.0,13.503223419189453,563.6519447560422,8.95806101989746
1.9746034097969531,0.9276372659704918,0.8677243829564137,9.0,13.503223419189453,565.6296498519368,8.71721204662323
1.884017129778862,0.9268529361045749,0.848803755372306,10.0,13.503223419189453,563.9446338461712,8.5705020236969
